slug,name,geography,url
/conservation-area/local-authority-eng/LBH/CA13,Brixton Water Lane,conservation-area:CA13,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA13
/conservation-area/local-authority-eng/LBH/COA00000234,Brixton Water Lane COA00000234,conservation-area:COA00000234,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000234
,,,
/conservation-area/local-authority-eng/LBH/CA14,Gipsy Hill,conservation-area:CA14,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA14
/conservation-area/local-authority-eng/LBH/COA00000210,Gipsy Hill COA00000210,conservation-area:COA00000210,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000210
,,,
/conservation-area/local-authority-eng/LBH/CA15,Sunnyhill Road,conservation-area:CA15,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA15
/conservation-area/local-authority-eng/LBH/COA00000231,Sunnyhill Road COA00000231,conservation-area:COA00000231,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000231
,,,
/conservation-area/local-authority-eng/LBH/CA16,Hackford Road,conservation-area:CA16,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA16
/conservation-area/local-authority-eng/LBH/COA00000223,Hackford Road COA00000223,conservation-area:COA00000223,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000223
,,,
/conservation-area/local-authority-eng/LBH/CA18,Trinity Gardens,conservation-area:CA18,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA18
/conservation-area/local-authority-eng/LBH/COA00000251,Trinity Gardens COA00000251,conservation-area:COA00000251,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000251
,,,
/conservation-area/local-authority-eng/LBH/CA19,Park Hall Road,conservation-area:CA19,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA19
/conservation-area/local-authority-eng/LBH/COA00000261,Park Hall Road COA00000261,conservation-area:COA00000261,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000261
,,,
/conservation-area/local-authority-eng/LBH/CA2,Rectory Grove,conservation-area:CA2,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA2
/conservation-area/local-authority-eng/LBH/COA00000246,Rectory Grove COA00000246,conservation-area:COA00000246,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000246
,,,
/conservation-area/local-authority-eng/LBH/CA20,Elderwood,conservation-area:CA20,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA20
/conservation-area/local-authority-eng/LBH/COA00000248,Elderwood COA00000248,conservation-area:COA00000248,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000248
,,,
/conservation-area/local-authority-eng/LBH/CA21,Roupell Street,conservation-area:CA21,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA21
/conservation-area/local-authority-eng/LBH/COA00000186,Roupell Street COA00000186,conservation-area:COA00000186,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000186
,,,
/conservation-area/local-authority-eng/LBH/CA22,Clapham High Street,conservation-area:CA22,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA22
/conservation-area/local-authority-eng/LBH/COA00000245,Clapham High Street COA00000245,conservation-area:COA00000245,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000245
,,,
/conservation-area/local-authority-eng/LBH/CA23,Westow Hill (North Side),conservation-area:CA23,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA23
/conservation-area/local-authority-eng/LBH/COA00000184,Westow Hill (North Side) COA00000184,conservation-area:COA00000184,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000184
,,,
/conservation-area/local-authority-eng/LBH/CA24,West Norwood,conservation-area:CA24,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA24
/conservation-area/local-authority-eng/LBH/COA00000249,West Norwood COA00000249,conservation-area:COA00000249,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000249
,,,
/conservation-area/local-authority-eng/LBH/CA25,Minet Estate,conservation-area:CA25,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA25
/conservation-area/local-authority-eng/LBH/COA00000266,Minet Estate COA00000266,conservation-area:COA00000266,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000266
,,,
/conservation-area/local-authority-eng/LBH/CA26,Brixton,conservation-area:CA26,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA26
/conservation-area/local-authority-eng/LBH/COA00000201,Brixton COA00000201,conservation-area:COA00000201,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000201
,,,
/conservation-area/local-authority-eng/LBH/CA27,Loughborough Park,conservation-area:CA27,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA27
/conservation-area/local-authority-eng/LBH/COA00000269,Loughborough Park COA00000269,conservation-area:COA00000269,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000269
,,,
/conservation-area/local-authority-eng/LBH/CA28,Leigham Court Road (South),conservation-area:CA28,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA28
/conservation-area/local-authority-eng/LBH/COA00000238,Leigham Court Road (South) COA00000238,conservation-area:COA00000238,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000238
,,,
/conservation-area/local-authority-eng/LBH/CA29,Larkhall,conservation-area:CA29,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA29
/conservation-area/local-authority-eng/LBH/COA00000203,Larkhall COA00000203,conservation-area:COA00000203,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000203
,,,
/conservation-area/local-authority-eng/LBH/CA3,Lansdowne Gardens,conservation-area:CA3,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA3
/conservation-area/local-authority-eng/LBH/COA00000217,Lansdowne Gardens COA00000217,conservation-area:COA00000217,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000217
,,,
/conservation-area/local-authority-eng/LBH/CA30,Abbeville Road,conservation-area:CA30,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA30
/conservation-area/local-authority-eng/LBH/COA00000216,Abbeville Road COA00000216,conservation-area:COA00000216,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000216
,,,
/conservation-area/local-authority-eng/LBH/CA31,Leigham Court Estate,conservation-area:CA31,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA31
/conservation-area/local-authority-eng/LBH/COA00000229,Leigham Court Estate COA00000229,conservation-area:COA00000229,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000229
,,,
